participantId,trialId,trialOrder,responseId,parameters,status,rejectReason,rejectTime,percentComplete,description,instruction,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,cleanedDuration,configHash,parameters_condition_chart,parameters_condition_texture
"1adc8e8a-f066-4e15-8ae1-15bf1054eab0","question-design-strategies_pie_icon-geo","8","design-strategies-goals","{""condition_chart"":1,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Design Strategies 

 You have completed the design of two charts, thanks a lot! Here are your two designs and some questions about your design strategies.","What kind of **goals** did you want to achieve when you designed the representation?","Good differentiation between the pie pieces","undefined","undefined","undefined","2025-03-24T02:58:54.041Z","2025-03-24T03:02:10.192Z","196151","131502","81515060be4d98643a84ed1c3bb265219015b771ce3ca625b8204b6dc2ee9a5b","1","1"
"1adc8e8a-f066-4e15-8ae1-15bf1054eab0","question-design-strategies_pie_icon-geo","8","design-strategies-iconic-textures","{""condition_chart"":1,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Design Strategies 

 You have completed the design of two charts, thanks a lot! Here are your two designs and some questions about your design strategies.","When you chose the parameters for the **iconic patterns**, did you use any methods or principles?","Somewhat light dark, light dark. Also varying density and icon size.","undefined","undefined","undefined","2025-03-24T02:58:54.041Z","2025-03-24T03:02:10.192Z","196151","131502","81515060be4d98643a84ed1c3bb265219015b771ce3ca625b8204b6dc2ee9a5b","1","1"
"1adc8e8a-f066-4e15-8ae1-15bf1054eab0","question-design-strategies_pie_icon-geo","8","design-strategies-geometric-textures","{""condition_chart"":1,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Design Strategies 

 You have completed the design of two charts, thanks a lot! Here are your two designs and some questions about your design strategies.","When you chose the parameters for the **geometric patterns**, did you use any methods or principles?","Big differences between adjacent pieces AND big differences between similar patterns.","undefined","undefined","undefined","2025-03-24T02:58:54.041Z","2025-03-24T03:02:10.192Z","196151","131502","81515060be4d98643a84ed1c3bb265219015b771ce3ca625b8204b6dc2ee9a5b","1","1"
"1adc8e8a-f066-4e15-8ae1-15bf1054eab0","question-compare-texture_pie_icon-geo","9","compare-texture","{""condition_chart"":1,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Compare Patterns 

 Here are your designs with both the iconic and geometric patterns.","What's your general impression, experience, or take-away about using geometric and iconic patterns for data representation?","You very much have to be thoughtful.","undefined","undefined","undefined","2025-03-24T03:02:10.591Z","2025-03-24T03:02:33.444Z","22853","22853","81515060be4d98643a84ed1c3bb265219015b771ce3ca625b8204b6dc2ee9a5b","1","1"
"1adc8e8a-f066-4e15-8ae1-15bf1054eab0","question-different-chart-geo_pie","10","different-chart-geo","{""condition_chart"":1}","completed","undefined","undefined","100.00","undefined","### Geometric Pattern on Different Charts 

 We applied the geometric pattern you designed to a bar chart and a map.","Do you think they still work in this context? Please explain.","Barely. It's hard to get any big takeaways from the map.","undefined","undefined","undefined","2025-03-24T03:02:33.651Z","2025-03-24T03:03:53.126Z","79475","79475","81515060be4d98643a84ed1c3bb265219015b771ce3ca625b8204b6dc2ee9a5b","1","undefined"
"1adc8e8a-f066-4e15-8ae1-15bf1054eab0","question-different-chart-icon_pie","11","different-chart-icon","{""condition_chart"":1}","completed","undefined","undefined","100.00","undefined","### Iconic Pattern on Different Charts 

 We applied the iconic pattern you designed to a bar chart and a map.","Do you think they still work in this context? Please explain.","Not really. It works for the bar graph but there are no easy takeaways from the map. Too busy.","undefined","undefined","undefined","2025-03-24T03:03:54.795Z","2025-03-24T03:04:24.795Z","30000","30000","81515060be4d98643a84ed1c3bb265219015b771ce3ca625b8204b6dc2ee9a5b","1","undefined"
"25fee6c9-508d-4922-91e4-da43d63fa28c","participantTags","null","participantTags","null","undefined","undefined","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"25fee6c9-508d-4922-91e4-da43d63fa28c","welcome","0","","{}","completed","undefined","undefined","100.00","undefined","","undefined","undefined","undefined","undefined","undefined","2025-03-19T07:38:49.371Z","2025-03-19T07:39:54.164Z","64793","64793","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","undefined","undefined"
"25fee6c9-508d-4922-91e4-da43d63fa28c","consent","1","","{}","completed","undefined","undefined","100.00","undefined","","undefined","undefined","undefined","undefined","undefined","2025-03-19T07:39:54.193Z","2025-03-19T07:41:33.582Z","99389","99389","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","undefined","undefined"
"25fee6c9-508d-4922-91e4-da43d63fa28c","demographics","2","gender","{}","completed","undefined","undefined","100.00","Basic demographic questions including gender, age, and education","undefined","What is your **gender**?","Woman","undefined","undefined","undefined","2025-03-19T07:41:33.614Z","2025-03-19T07:42:12.739Z","39125","39125","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","undefined","undefined"
"25fee6c9-508d-4922-91e4-da43d63fa28c","demographics","2","gender-other","{}","completed","undefined","undefined","100.00","Basic demographic questions including gender, age, and education","undefined","undefined","","undefined","undefined","undefined","2025-03-19T07:41:33.614Z","2025-03-19T07:42:12.739Z","39125","39125","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","undefined","undefined"
"25fee6c9-508d-4922-91e4-da43d63fa28c","demographics","2","age","{}","completed","undefined","undefined","100.00","Basic demographic questions including gender, age, and education","undefined","What is your **age**?","37","undefined","0","120","2025-03-19T07:41:33.614Z","2025-03-19T07:42:12.739Z","39125","39125","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","undefined","undefined"
"25fee6c9-508d-4922-91e4-da43d63fa28c","demographics","2","experience","{}","completed","undefined","undefined","100.00","Basic demographic questions including gender, age, and education","undefined","For how many years have you worked or studied in the field of visualization design?","3","undefined","0","120","2025-03-19T07:41:33.614Z","2025-03-19T07:42:12.739Z","39125","39125","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","undefined","undefined"
"25fee6c9-508d-4922-91e4-da43d63fa28c","description_bar","3","","{""condition_chart"":0}","completed","undefined","undefined","100.00","undefined","","undefined","undefined","undefined","undefined","undefined","2025-03-19T07:42:12.760Z","2025-03-19T07:42:37.527Z","24767","24767","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","0","undefined"
"25fee6c9-508d-4922-91e4-da43d63fa28c","tutorial_bar_icon-geo","4","answer","{""condition_chart"":0,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Get Familiar with the Pattern Design Tool 

 Now you can play with the tool and try each function out. Once you are familiar with the tool, click the **Next** button below.","undefined","[object Object]","undefined","undefined","undefined","2025-03-19T07:42:37.552Z","2025-03-19T07:45:41.296Z","183744","183744","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","0","1"
"25fee6c9-508d-4922-91e4-da43d63fa28c","bar-icon_icon-geo","5","answer","{""condition_chart"":0,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Now it's your turn to design an effective set of patterns for data visualization.

 Imagine you are asked to create a chart with pattern for a high-resolution e-ink display which can only show black and white content. This chart shows the result of a survey about people's favourite vegetables. 

 Please adjust the pattern parameters to create an aesthetically pleasing and readable visualization.

 Please optimize for datasets in general. Click the change data set button to test your design on different random data sets, and click the default data set button to test your design on a default data set.

 When you finish designing, click on the **Next** button. There is no time limit for this task, but keep in mind that we will ask you to complete one other design after this one.","get-measurements","[object Object]","undefined","undefined","undefined","2025-03-19T07:45:41.328Z","2025-03-19T07:49:39.885Z","238557","238557","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","0","1"
"25fee6c9-508d-4922-91e4-da43d63fa28c","between-two-design","6","","{}","completed","undefined","undefined","100.00","undefined","","undefined","undefined","undefined","undefined","undefined","2025-03-19T07:49:39.931Z","2025-03-19T07:49:51.000Z","11069","11069","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","undefined","undefined"
"25fee6c9-508d-4922-91e4-da43d63fa28c","bar-geo_icon-geo","7","answer","{""condition_chart"":0,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Now it's your turn to design an effective set of patterns for data visualization.

 Imagine you are asked to create a chart with pattern for a high-resolution e-ink display which can only show black and white content. This chart shows the result of a survey about people's favourite vegetables. 

 Please adjust the pattern parameters to create an aesthetically pleasing and readable visualization.

 Please optimize for datasets in general. Click the change data set button to test your design on different random data sets, and click the default data set button to test your design on a default data set.

When you finish designing, click on the **Next** button. There is no time limit for this task. This is the last design task.","get-measurements","[object Object]","undefined","undefined","undefined","2025-03-19T07:49:51.034Z","2025-03-19T07:54:17.713Z","266679","266679","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","0","1"
"25fee6c9-508d-4922-91e4-da43d63fa28c","question-design-strategies_bar_icon-geo","8","design-strategies-goals","{""condition_chart"":0,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Design Strategies 

 You have completed the design of two charts, thanks a lot! Here are your two designs and some questions about your design strategies.","What kind of **goals** did you want to achieve when you designed the representation?","clearly distinguished patterns","undefined","undefined","undefined","2025-03-19T07:54:17.854Z","2025-03-19T07:57:15.685Z","177831","177831","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","0","1"
"25fee6c9-508d-4922-91e4-da43d63fa28c","question-design-strategies_bar_icon-geo","8","design-strategies-iconic-textures","{""condition_chart"":0,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Design Strategies 

 You have completed the design of two charts, thanks a lot! Here are your two designs and some questions about your design strategies.","When you chose the parameters for the **iconic patterns**, did you use any methods or principles?","clearer contrast to see the icons and smaller more dense icons to fill the smaller bar charts and still be able to distinguish them","undefined","undefined","undefined","2025-03-19T07:54:17.854Z","2025-03-19T07:57:15.685Z","177831","177831","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","0","1"
"25fee6c9-508d-4922-91e4-da43d63fa28c","question-design-strategies_bar_icon-geo","8","design-strategies-geometric-textures","{""condition_chart"":0,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Design Strategies 

 You have completed the design of two charts, thanks a lot! Here are your two designs and some questions about your design strategies.","When you chose the parameters for the **geometric patterns**, did you use any methods or principles?","using as many different shapes and angles and thickness. Less dots and less dense patterns as they are painful to look at.","undefined","undefined","undefined","2025-03-19T07:54:17.854Z","2025-03-19T07:57:15.685Z","177831","177831","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","0","1"
"25fee6c9-508d-4922-91e4-da43d63fa28c","question-compare-texture_bar_icon-geo","9","compare-texture","{""condition_chart"":0,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Compare Patterns 

 Here are your designs with both the iconic and geometric patterns.","What's your general impression, experience, or take-away about using geometric and iconic patterns for data representation?","I like the idea when the icons are the same as the data name which might not be possible all the times. In case it's possible (like the vegetables example here) I would use it. But for other non-representable data, using patterns might be the only choice.","undefined","undefined","undefined","2025-03-19T07:57:15.781Z","2025-03-19T07:58:49.332Z","93551","93551","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","0","1"
"25fee6c9-508d-4922-91e4-da43d63fa28c","question-different-chart-geo_bar","10","different-chart-geo","{""condition_chart"":0}","completed","undefined","undefined","100.00","undefined","### Geometric Pattern on Different Charts 

 We applied the geometric pattern you designed to a pie chart and a map.","Do you think they still work in this context? Please explain.","I would definitely prioritize a plain white and a plain black and then start adding patterns. For me the eggplant (black background) is the easiest to distinguish in those figures from all the other values.","undefined","undefined","undefined","2025-03-19T07:58:49.429Z","2025-03-19T08:00:31.360Z","101931","101931","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","0","undefined"
"25fee6c9-508d-4922-91e4-da43d63fa28c","question-different-chart-icon_bar","11","different-chart-icon","{""condition_chart"":0}","completed","undefined","undefined","100.00","undefined","### Iconic Pattern on Different Charts 

 We applied the iconic pattern you designed to a pie chart and a map.","Do you think they still work in this context? Please explain.","Definitely not in the map. In the pie chart, maybe if we change the rotation of some values but in this case I'd prefer a plain white and only one icon in each area.","undefined","undefined","undefined","2025-03-19T08:00:31.472Z","2025-03-19T08:02:14.484Z","103012","103012","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","0","undefined"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","participantTags","null","participantTags","null","undefined","undefined","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","welcome","0","","{}","completed","undefined","undefined","100.00","undefined","","undefined","undefined","undefined","undefined","undefined","2025-03-20T01:30:05.958Z","2025-03-20T01:30:21.993Z","16035","16035","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","undefined","undefined"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","consent","1","","{}","completed","undefined","undefined","100.00","undefined","","undefined","undefined","undefined","undefined","undefined","2025-03-20T01:30:22.124Z","2025-03-20T01:30:36.220Z","14096","14096","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","undefined","undefined"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","demographics","2","gender","{}","completed","undefined","undefined","100.00","Basic demographic questions including gender, age, and education","undefined","What is your **gender**?","Man","undefined","undefined","undefined","2025-03-20T01:30:36.359Z","2025-03-20T01:31:12.513Z","36154","36154","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","undefined","undefined"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","demographics","2","gender-other","{}","completed","undefined","undefined","100.00","Basic demographic questions including gender, age, and education","undefined","undefined","","undefined","undefined","undefined","2025-03-20T01:30:36.359Z","2025-03-20T01:31:12.513Z","36154","36154","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","undefined","undefined"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","demographics","2","age","{}","completed","undefined","undefined","100.00","Basic demographic questions including gender, age, and education","undefined","What is your **age**?","36","undefined","0","120","2025-03-20T01:30:36.359Z","2025-03-20T01:31:12.513Z","36154","36154","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","undefined","undefined"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","demographics","2","experience","{}","completed","undefined","undefined","100.00","Basic demographic questions including gender, age, and education","undefined","For how many years have you worked or studied in the field of visualization design?","6","undefined","0","120","2025-03-20T01:30:36.359Z","2025-03-20T01:31:12.513Z","36154","36154","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","undefined","undefined"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","description_pie","3","","{""condition_chart"":1}","completed","undefined","undefined","100.00","undefined","","undefined","undefined","undefined","undefined","undefined","2025-03-20T01:31:12.640Z","2025-03-20T01:31:33.004Z","20364","20364","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","1","undefined"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","tutorial_pie_icon-geo","4","answer","{""condition_chart"":1,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Get Familiar with the Pattern Design Tool 

 Now you can play with the tool and try each function out. Once you are familiar with the tool, click the **Next** button below.","undefined","[object Object]","undefined","undefined","undefined","2025-03-20T01:31:33.105Z","2025-03-20T01:34:18.682Z","165577","165577","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","1","1"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","pie-icon_icon-geo","5","answer","{""condition_chart"":1,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Now it's your turn to design an effective set of patterns for data visualization.

 Imagine you are asked to create a chart with pattern for a high-resolution e-ink display which can only show black and white content. This chart shows the result of a survey about people's favourite vegetables. 

 Please adjust the pattern parameters to create an aesthetically pleasing and readable visualization.

 Please optimize for datasets in general. Click the change data set button to test your design on different random data sets, and click the default data set button to test your design on a default data set.

When you finish designing, click on the **Next** button. There is no time limit for this task, but keep in mind that we will ask you to complete one other design after this one.","get-measurements","[object Object]","undefined","undefined","undefined","2025-03-20T01:34:18.820Z","2025-03-20T01:41:31.734Z","432914","432914","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","1","1"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","between-two-design","6","","{}","completed","undefined","undefined","100.00","undefined","","undefined","undefined","undefined","undefined","undefined","2025-03-20T01:41:32.073Z","2025-03-20T01:41:37.627Z","5554","5554","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","undefined","undefined"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","pie-geo_icon-geo","7","answer","{""condition_chart"":1,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Now it's your turn to design an effective set of patterns for data visualization.

 Imagine you are asked to create a chart with pattern for a high-resolution e-ink display which can only show black and white content. This chart shows the result of a survey about people's favourite vegetables. 

 Please adjust the pattern parameters to create an aesthetically pleasing and readable visualization.

 Please optimize for datasets in general. Click the change data set button to test your design on different random data sets, and click the default data set button to test your design on a default data set.

 When you finish designing, click on the **Next** button. There is no time limit for this task. This is the last design task.","get-measurements","[object Object]","undefined","undefined","undefined","2025-03-20T01:41:37.749Z","2025-03-20T01:50:18.400Z","520651","520651","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","1","1"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","question-design-strategies_pie_icon-geo","8","design-strategies-goals","{""condition_chart"":1,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Design Strategies 

 You have completed the design of two charts, thanks a lot! Here are your two designs and some questions about your design strategies.","What kind of **goals** did you want to achieve when you designed the representation?","Clarity, avoid visual crowding","undefined","undefined","undefined","2025-03-20T01:50:18.906Z","2025-03-20T01:59:32.779Z","553873","553873","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","1","1"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","question-design-strategies_pie_icon-geo","8","design-strategies-iconic-textures","{""condition_chart"":1,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Design Strategies 

 You have completed the design of two charts, thanks a lot! Here are your two designs and some questions about your design strategies.","When you chose the parameters for the **iconic patterns**, did you use any methods or principles?","Alternate angle between consecutive icons. For celery, the detailed icon set looked too busy, but for corm and eggplant the additional lines really help recognize them. Ensure each section has an icon that is fully visible and centered (e.g. moved the carrots as all the icons were cut by borders).","undefined","undefined","undefined","2025-03-20T01:50:18.906Z","2025-03-20T01:59:32.779Z","553873","553873","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","1","1"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","question-design-strategies_pie_icon-geo","8","design-strategies-geometric-textures","{""condition_chart"":1,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Design Strategies 

 You have completed the design of two charts, thanks a lot! Here are your two designs and some questions about your design strategies.","When you chose the parameters for the **geometric patterns**, did you use any methods or principles?","Keep light colors and relatively low density to avoid visual crowding. Alternate denser and less dense patterns to make it visually pleasing. Ensure each pattern is unique and can be recognized purely from the legend. For line patterns, make sure they are not parallel to the separators.","undefined","undefined","undefined","2025-03-20T01:50:18.906Z","2025-03-20T01:59:32.779Z","553873","553873","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","1","1"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","question-compare-texture_pie_icon-geo","9","compare-texture","{""condition_chart"":1,""condition_texture"":1}","completed","undefined","undefined","100.00","undefined","### Compare Patterns 

 Here are your designs with both the iconic and geometric patterns.","What's your general impression, experience, or take-away about using geometric and iconic patterns for data representation?","Less visually pleasing than color-based representations. The icons help identify at a glance, but only if they are obvious to identify: I have trouble with the celery and first thought the olives were cherries, if there was parsnip it would be hard to distinguish from carrots. So here it helps, but the geometric patterns are more generally reliable. Geometric patterns can easily become overwhelming/ugly.","undefined","undefined","undefined","2025-03-20T01:59:33.326Z","2025-03-20T02:05:35.082Z","361756","339573","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","1","1"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","question-different-chart-geo_pie","10","different-chart-geo","{""condition_chart"":1}","completed","undefined","undefined","100.00","undefined","### Geometric Pattern on Different Charts 

 We applied the geometric pattern you designed to a bar chart and a map.","Do you think they still work in this context? Please explain.","Overall they work: they are still quite distinguishable.
Barchart: I would go with a slightly more dense design, as some bars look empty. Map: for small departments with a less dense pattern, only few motifs appear within the department, I would use a denser motif. Also, the angles of the lines are too similar to the angles of the grids, since being parallel to the edges is not a concern here I would use more recognizable angles.","undefined","undefined","undefined","2025-03-20T02:05:35.607Z","2025-03-20T02:11:28.666Z","353059","353059","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","1","undefined"
"4dd4d82d-ff6a-4716-9f90-02821bd3c11a","question-different-chart-icon_pie","11","different-chart-icon","{""condition_chart"":1}","completed","undefined","undefined","100.00","undefined","### Iconic Pattern on Different Charts 

 We applied the iconic pattern you designed to a bar chart and a map.","Do you think they still work in this context? Please explain.","Bar chart: not great, but with centering and densifying a bit it could work. Map: absolutely not, we never get the entire icon, and the thickness of the motifs is indistinguishable from the thickness of the borders.","undefined","undefined","undefined","2025-03-20T02:11:29.214Z","2025-03-20T02:13:58.587Z","149373","149373","5ff979810aa37f311193ed43e42300a77f76c167a51b01fb9e4c09da92a39a89","1","undefined"
"6bc5c535-14b0-4dbd-b6f3-194ccc924104","participantTags","null","participantTags","null","undefined","undefined","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
